folder,name,title,original_name,src,origin_folders,dupes_removed,md5
Home & Devices,Pair Sound 2 Shorter Version.wav,Pair Sound 2 Shorter Version,PairSound2_ShorterVersion.wav,"23G83__iPhone18,2/Applications/CompanionSetup.app/PairSound2_ShorterVersion.wav","23G83__iPhone18,2/Applications/CompanionSetup.app",0,5b8e7ac099e05270b17211ec6460a519
Audio & Headphones,300 Hz Stimulus 4 5d BFS 16bits 10sec 48k Hz Mono.wav,300 Hz Stimulus 4 5d BFS 16bits 10sec 48k Hz Mono,300HzStimulus-4-5dBFS_16bits_10sec_48kHz_Mono.wav,"23G83__iPhone18,2/Applications/DiagnosticsService.app/PlugIns/Diagnostic-8290-EFD.appex/300HzStimulus-4-5dBFS_16bits_10sec_48kHz_Mono.wav","23G83__iPhone18,2/Applications/DiagnosticsService.app/PlugIns/Diagnostic-8290-EFD.appex",0,902591c54e1038649a7834d9a8d181d6
Audio & Headphones,Chirp 00050 20000 Hz 05s 06d Bdown.wav,Chirp 00050 20000 Hz 05s 06d Bdown,Chirp_00050-20000Hz_05s_06dBdown.wav,"23G83__iPhone18,2/Applications/DiagnosticsService.app/PlugIns/Diagnostic-8290-EFD.appex/Chirp_00050-20000Hz_05s_06dBdown.wav","23G83__iPhone18,2/Applications/DiagnosticsService.app/PlugIns/Diagnostic-8290-EFD.appex",0,c60ac0bbdfd3b7d6675d76aedf758a65
System Frameworks/Feedback Assistant iOS,Whoosh.caf,Whoosh,whoosh.caf,"23G83__iPhone18,2/Applications/Feedback Assistant iOS.app/whoosh.caf","23G83__iPhone18,2/Applications/Feedback Assistant iOS.app | 23G83__iPhone18,2/System/Library/Audio/UISounds",1,7aac49046e5146877c7061de7758ed76
Safety & Emergency,Silence 100ms.wav,Silence 100ms,silence100ms.wav,"23G83__iPhone18,2/Applications/SafetyMonitorApp.app/silence100ms.wav","23G83__iPhone18,2/Applications/SafetyMonitorApp.app",0,12800247256e64a7bbe6341269a4edd5
Siri & Voices/Siri Interface,Activation Error Tone.wav,Activation Error Tone,ActivationErrorTone.wav,"23G83__iPhone18,2/Applications/SystemVoiceAssistant.app/ActivationErrorTone.wav","23G83__iPhone18,2/Applications/SystemVoiceAssistant.app",0,8d331624d1f69f5e0e49902e3e837803
Camera & Photos,Intelligent Shutter Sound.caf,Intelligent Shutter Sound,IntelligentShutterSound.caf,"23G83__iPhone18,2/Applications/Tamale.app/IntelligentShutterSound.caf","23G83__iPhone18,2/Applications/Tamale.app",0,a96bab7b4e02859c0519764592712422
Haptics/Generic,Name Drop Connected Primary Device.caf,Name Drop Connected Primary Device,NameDropConnectedPrimaryDevice.caf,"23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources/NameDropConnectedPrimaryDevice.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources",1,e3b7d918bf77b97cc4e71cf4065d18a2
Haptics/Generic,Name Drop Hinting Primary Device.caf,Name Drop Hinting Primary Device,NameDropHintingPrimaryDevice.caf,"23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources/NameDropHintingPrimaryDevice.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources",0,ad5b8fc1e5bd4aac09794779b6221ba6
Haptics/Generic,Name Drop Hinting Secondary Device.caf,Name Drop Hinting Secondary Device,NameDropHintingSecondaryDevice.caf,"23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources/NameDropHintingSecondaryDevice.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources",0,20e21a1cc57173ae0ef3c974a081f004
Haptics/Generic,Screen Locked.caf,Screen Locked,ScreenLocked.caf,"23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources/ScreenLocked.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources",0,c884af65df9957326665010a13808aa5
Haptics/System,Full Tap 100 Hz.wav,Full Tap 100 Hz,FullTap100Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap100Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,9daf47f5a9dae28df78b56c7bab00c67
Haptics/System,Full Tap 125 Hz.wav,Full Tap 125 Hz,FullTap125Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap125Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,64a900afd18385011ac6f6080f7fe19f
Haptics/System,Full Tap 150 Hz.wav,Full Tap 150 Hz,FullTap150Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap150Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,9c8c6297dc373c45add551f8b7646a5a
Haptics/System,Full Tap 200 Hz.wav,Full Tap 200 Hz,FullTap200Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap200Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,d6b371a05de06fe35f3885d0445601ec
Haptics/System,Full Tap 230 Hz.wav,Full Tap 230 Hz,FullTap230Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap230Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,b98904433f880acef487eb4f15563309
Haptics/System,Full Tap 270 Hz.wav,Full Tap 270 Hz,FullTap270Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap270Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,38ad2d924dfaddc901a0012c43dc865e
Haptics/System,Full Tap 300 Hz.wav,Full Tap 300 Hz,FullTap300Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap300Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,fde3264bad322ced953269fd68171932
Haptics/System,Full Tap 80 Hz.wav,Full Tap 80 Hz,FullTap80Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/FullTap80Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,ef3ea04e1048b45ea3798a0e46115cdc
Haptics/System,Keyboard Delete.wav,Keyboard Delete,Keyboard-Delete.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/Keyboard-Delete.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,a85437b3675444ed70cb4514e97f2824
Haptics/System,Keyboard Key.wav,Keyboard Key,Keyboard-Key.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/Keyboard-Key.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,dbddefdb9a2d482e1a95d85e5b904093
Haptics/System,Keyboard Modifier.wav,Keyboard Modifier,Keyboard-Modifier.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/Keyboard-Modifier.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,5531882b45bd377e849dd0b5d1f5f3bb
Haptics/System,Micro Tap 100 Hz.wav,Micro Tap 100 Hz,MicroTap100Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap100Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,8512d0b6615088ec2799f9bf81b168b4
Haptics/System,Micro Tap 125 Hz.wav,Micro Tap 125 Hz,MicroTap125Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap125Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,dbcc575e5b5c23ba45b16c6f47b3bc6c
Haptics/System,Micro Tap 150 Hz.wav,Micro Tap 150 Hz,MicroTap150Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap150Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,f2d456d4bad80f896b4052c461e977fa
Haptics/System,Micro Tap 200 Hz.wav,Micro Tap 200 Hz,MicroTap200Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap200Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,32e8c5d78735da6c174dc8c60e02d9b3
Haptics/System,Micro Tap 230 Hz.wav,Micro Tap 230 Hz,MicroTap230Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap230Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,88432b76a4ef7bc166a762481fd16a41
Haptics/System,Micro Tap 270 Hz.wav,Micro Tap 270 Hz,MicroTap270Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap270Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,a4752072678a3341f0eac6bd2009ba38
Haptics/System,Micro Tap 300 Hz.wav,Micro Tap 300 Hz,MicroTap300Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap300Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,e00f7f487704ad324a4a3f1b205e0ad4
Haptics/System,Micro Tap 80 Hz.wav,Micro Tap 80 Hz,MicroTap80Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MicroTap80Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,9b8ff5e573a339b6248b60281283df1b
Haptics/System,Mini Tap 100 Hz.wav,Mini Tap 100 Hz,MiniTap100Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap100Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,cae668c15a80cdc687eb3ad33f64bc3e
Haptics/System,Mini Tap 125 Hz.wav,Mini Tap 125 Hz,MiniTap125Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap125Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,3e0b2055c663bf3331795fc8c3ae5751
Haptics/System,Mini Tap 150 Hz.wav,Mini Tap 150 Hz,MiniTap150Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap150Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,ef968ee20e13b3de32253cf3260fa0ad
Haptics/System,Mini Tap 200 Hz.wav,Mini Tap 200 Hz,MiniTap200Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap200Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,42771565fdc3524029260c6ee70204f5
Haptics/System,Mini Tap 230 Hz.wav,Mini Tap 230 Hz,MiniTap230Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap230Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,f433e52a3b0976e3f65e795981ff5b01
Haptics/System,Mini Tap 270 Hz.wav,Mini Tap 270 Hz,MiniTap270Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap270Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,c700045f66fee1180c24e6ebc93dc9bf
Haptics/System,Mini Tap 300 Hz.wav,Mini Tap 300 Hz,MiniTap300Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap300Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,203af802fc5bfc9cfac394a8ae733484
Haptics/System,Mini Tap 80 Hz.wav,Mini Tap 80 Hz,MiniTap80Hz.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/MiniTap80Hz.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,2b94f9e132f6aef50449bb296397ecb7
Haptics/System,Reflection Drone.wav,Reflection Drone,ReflectionDrone.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/ReflectionDrone.wav","23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",0,f55afbc8a5bab7f7f2cecce74a84bb96
Haptics/System,Wheels Of Time.wav,Wheels Of Time,WheelsOfTime.wav,"23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics/WheelsOfTime.wav","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources | 23G83__iPhone18,2/Library/Audio/Tunings/V54/Haptics",1,519b9b9be8bdca80427edd6d0fed1f75
Accessibility/Other,In Level.wav,In Level,inLevel.wav,"23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraKit.axbundle/inLevel.wav","23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraKit.axbundle | 23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraUI.axbundle",1,e26157d136a45e463c68b9c0a43d6a79
Accessibility/Other,Out Level.aiff,Out Level,outLevel.aif,"23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraKit.axbundle/outLevel.aif","23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraKit.axbundle | 23G83__iPhone18,2/System/Library/AccessibilityBundles/CameraUI.axbundle",1,963d8f825bc67cfee91f50aec07e6871
Accessibility/Live Speech,BEEP.caf,BEEP,BEEP.caf,"23G83__iPhone18,2/System/Library/AccessibilityBundles/LiveSpeechUIService.axuiservice/BEEP.caf","23G83__iPhone18,2/System/Library/AccessibilityBundles/LiveSpeechUIService.axuiservice | 23G83__iPhone18,2/System/Library/PrivateFrameworks/CallIntelligence.framework | 23G83__iPhone18,2/System/Library/PrivateFrameworks/TelephonyUtilities.framework",2,4aeedb7b1011e634af3708874561215d
Accessibility/Live Speech,Call Recording Countdown.caf,Call Recording Countdown,call_recording_countdown.caf,"23G83__iPhone18,2/System/Library/AccessibilityBundles/LiveSpeechUIService.axuiservice/call_recording_countdown.caf","23G83__iPhone18,2/System/Library/AccessibilityBundles/LiveSpeechUIService.axuiservice | 23G83__iPhone18,2/System/Library/PrivateFrameworks/ConversationKit.framework | 23G83__iPhone18,2/System/Library/PrivateFrameworks/FaceTimeNotificationUI.framework",2,7768c07ef04ac5803b84f989e3b41726
Accessibility/Other,Timer Start.aiff,Timer Start,timer-start.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/MobileTimer.axbundle/timer-start.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/MobileTimer.axbundle",0,dfd865d5b28370be254181040a6c4b84
Accessibility/Other,Timer Stop.aiff,Timer Stop,timer-stop.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/MobileTimer.axbundle/timer-stop.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/MobileTimer.axbundle",0,3fa67b2b4690975935137f579f71b083
Accessibility/Other,1beacon.aiff,1beacon,1beacon.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle/1beacon.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle",0,f86f2b280b8e17d701bcfee9c3ba6fef
Accessibility/Other,2beacon.aiff,2beacon,2beacon.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle/2beacon.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle",0,ee583e0e05f3d531adff89703174d22e
Accessibility/Other,3beacon.aiff,3beacon,3beacon.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle/3beacon.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle",0,297ae2ad53ddbc8abe3876f938988444
Accessibility/Other,4beacon.aiff,4beacon,4beacon.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle/4beacon.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle",0,5aac029b4cb8fee9574452d98293830f
Accessibility/Other,Point Reached.aiff,Point Reached,point_reached.aiff,"23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle/point_reached.aiff","23G83__iPhone18,2/System/Library/AccessibilityBundles/VectorKit.axbundle",0,a05ae2b5b46e097a9817c0e9dad7e7ee
UI Sounds/iPhone,3rd Party Critical.caf,3rd Party Critical,3rd_party_critical.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/3rd_party_critical.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,b1b2b1e63cdd201000f5d023376e3efe
UI Sounds/iPhone,Device Shutdown.caf,Device Shutdown,DeviceShutdown.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/DeviceShutdown.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,4fbf48ed7ab64b62b940f4bb56c2db5a
UI Sounds/iPhone,Doorbell.caf,Doorbell,Doorbell.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Doorbell.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,5354df043bda2a161c25e33055a6980a
UI Sounds/iPhone,Dual Bud Long Press Failure.caf,Dual Bud Long Press Failure,DualBudLongPressFailure.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/DualBudLongPressFailure.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a8fef258dc64bbe5a709ec8331de7a3e
UI Sounds/iPhone,Ear Interaction Complete.caf,Ear Interaction Complete,EarInteraction_Complete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/EarInteraction_Complete.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,33e0eec87206b7b9e25f07cea814c76b
UI Sounds/iPhone,Liquid Detected.m4a,Liquid Detected,LiquidDetected.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/LiquidDetected.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a71eb80c55438e7f4122ec2960a1cd1b
UI Sounds/iPhone,Live Translation Start.caf,Live Translation Start,LiveTranslationStart.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/LiveTranslationStart.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,02a5192edc71d3993c94d0f78b51cbc9
UI Sounds/iPhone,Live Translation Stop.caf,Live Translation Stop,LiveTranslationStop.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/LiveTranslationStop.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,8f10ce70a8cb5709669be18b677f56a7
UI Sounds/Modern,Airdrop Invite.caf,Airdrop Invite,airdrop_invite.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Modern/airdrop_invite.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/Modern",0,5e5b6712d0b1cddaacde8e5cc04ddfee
UI Sounds/Modern,Camera Shutter Burst.caf,Camera Shutter Burst,camera_shutter_burst.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Modern/camera_shutter_burst.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/Modern",1,36dab5f2ce981c3ab57e0075756bae95
UI Sounds/Modern,Camera Shutter Burst End.caf,Camera Shutter Burst End,camera_shutter_burst_end.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Modern/camera_shutter_burst_end.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/Modern",0,dae11d61a4f96ac6c735cb75a70c2ed4
UI Sounds/iPhone,NFC Card Complete.caf,NFC Card Complete,NFCCardComplete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/NFCCardComplete.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,82bf22824668f9c7859932f1e895f918
UI Sounds/iPhone,NFC Card Error.caf,NFC Card Error,NFCCardError.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/NFCCardError.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,b5b14aca282bb636a81a2978785e63b0
UI Sounds/iPhone,NFC Card Provisioned.caf,NFC Card Provisioned,NFCCardProvisioned.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/NFCCardProvisioned.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,114450a645b3e4a694bcd04f13cb33ce
UI Sounds/iPhone,Navigation Generic Maneuver.caf,Navigation Generic Maneuver,NavigationGenericManeuver.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/NavigationGenericManeuver.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,4c5fa1c10d5201b0ef4d9b9a0bf19cb7
UI Sounds/New,Anticipate.caf,Anticipate,Anticipate.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Anticipate.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,e4e914048cdbe17061f185258ba4a6c5
UI Sounds/New,Bloom.caf,Bloom,Bloom.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Bloom.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,7acbd20ae1c758ace7bd32b070db5856
UI Sounds/New,Calypso.caf,Calypso,Calypso.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Calypso.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,6fdf47577a840591b5828e4da9dcf511
UI Sounds/New,Choo Choo.caf,Choo Choo,Choo_Choo.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Choo_Choo.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,5ae821369340c0084202be9dcb65241c
UI Sounds/New,Descent.caf,Descent,Descent.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Descent.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,52355b6c58c9132c404321d4c4eddfac
UI Sounds/New,Fanfare.caf,Fanfare,Fanfare.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Fanfare.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,199852d4100859e6ea6d966b093132b9
UI Sounds/New,Ladder.caf,Ladder,Ladder.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Ladder.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,f291b2d049f633cfe9d006b2a995df7e
UI Sounds/New,Minuet.caf,Minuet,Minuet.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Minuet.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,99c7b2586a400a5ecfeced9370c53c62
UI Sounds/New,News Flash.caf,News Flash,News_Flash.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/News_Flash.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,63e988cd2f0552f5154eee17356bbc4c
UI Sounds/New,Noir.caf,Noir,Noir.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Noir.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,b18b1265741e567cad29b220aabd46d2
UI Sounds/New,Sherwood Forest.caf,Sherwood Forest,Sherwood_Forest.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Sherwood_Forest.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,c835dfa058fbe778c532155b15616d17
UI Sounds/New,Spell.caf,Spell,Spell.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Spell.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,1033db0ed66a6b02b3a19c5dc91fe885
UI Sounds/New,Suspense.caf,Suspense,Suspense.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Suspense.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,79ae781ad2a2a6655276e81da6a22994
UI Sounds/New,Telegraph.caf,Telegraph,Telegraph.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Telegraph.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,5212285761f74def9be53b306ac1dcc4
UI Sounds/New,Tiptoes.caf,Tiptoes,Tiptoes.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Tiptoes.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,2d4d1792ee54a7eb79a40fbd74194caa
UI Sounds/New,Typewriters.caf,Typewriters,Typewriters.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Typewriters.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,183c462e2e909d485d7a1f28e11950e1
UI Sounds/New,Update.caf,Update,Update.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/New/Update.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/New",0,77291fd17d77b9b1a4690e673f5512d4
UI Sounds/iPhone,PIN Delete.caf,PIN Delete,PINDelete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINDelete.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources | 23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/UIKitCore.framework",3,3fbc3b0a6da9bf5df665c2475c2eaf4e
UI Sounds/iPhone,PIN Delete AX.caf,PIN Delete AX,PINDelete_AX.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINDelete_AX.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,455a894a9fc4d573be48470e0e05290f
UI Sounds/iPhone,PIN Enter Digit.caf,PIN Enter Digit,PINEnterDigit.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINEnterDigit.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources | 23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/UIKitCore.framework",3,c594c8516ba82b4914732758d7739aad
UI Sounds/iPhone,PIN Enter Digit AX.caf,PIN Enter Digit AX,PINEnterDigit_AX.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINEnterDigit_AX.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,04cca878591ee189c31ffa2c34f2f7f2
UI Sounds/iPhone,PIN Submit AX.caf,PIN Submit AX,PINSubmit_AX.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINSubmit_AX.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,83e0376c0b01feca56b5e70d62ede0f9
UI Sounds/iPhone,PIN Unexpected.caf,PIN Unexpected,PINUnexpected.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PINUnexpected.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,868eecd77ca20c9bfbbccb588b981426
UI Sounds/iPhone,Payment Received.caf,Payment Received,PaymentReceived.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PaymentReceived.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,0204884ca814e5db4807dfec2e2b8e19
UI Sounds/iPhone,Payment Received Failure.caf,Payment Received Failure,PaymentReceivedFailure.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/PaymentReceivedFailure.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",2,96456e8eb9713ac4650053ae44ea8f2f
UI Sounds/iPhone,Received Message.caf,Received Message,ReceivedMessage.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ReceivedMessage.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,ef2a6680f05b11aa63606d2ba1e3f3aa
UI Sounds/iPhone,Remote Attention Request Alert.caf,Remote Attention Request Alert,RemoteAttentionRequest_Alert.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/RemoteAttentionRequest_Alert.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,f269e6abba94793c4d0516032439ac91
UI Sounds/iPhone,Ringer Changed.caf,Ringer Changed,RingerChanged.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/RingerChanged.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,f8aca61330a739d982a70c1c106dbea7
